Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
The Faceless,45,,,1,,"2, 3, 4",238164,https://boardgamegeek.com/boardgame/238164/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=238164,https://cf.geekdo-images.com/9aGyMOYcV5FKNs7y5ukmLw__original/img/5NEZBKqE19O1y1ZM6IHA8Q32eAw=/0x0/filters:format(jpeg)/pic4253884.jpg,https://cf.geekdo-images.com/9aGyMOYcV5FKNs7y5ukmLw__thumb/img/f17-SoQrhMCUYIm4RruzKlcPw5I=/fit-in/200x150/filters:strip_icc()/pic4253884.jpg,,,DD180
The Game,20,,,1,,"1, 2, 3, 4, 5",173090,https://boardgamegeek.com/boardgame/173090/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=173090,https://cf.geekdo-images.com/g4pn1ieUKfIhERl5Ym6joQ__original/img/ZcwvBXraym0wfre1sm9t1d44BBA=/0x0/filters:format(png)/pic4203279.png,https://cf.geekdo-images.com/g4pn1ieUKfIhERl5Ym6joQ__thumb/img/IRLfNA-yFg0etLOeNFp7QKFsea4=/fit-in/200x150/filters:strip_icc()/pic4203279.png,,,DD186
The king is dead,30-45,,,1,,"2, 3, 4",172996,https://boardgamegeek.com/boardgame/172996/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=172996,https://cf.geekdo-images.com/jsimXx5ON_6ukJyyYAAQlg__original/img/rrPuEEGxQlA2G7ocpocRYw1QYx0=/0x0/filters:format(jpeg)/pic2402804.jpg,https://cf.geekdo-images.com/jsimXx5ON_6ukJyyYAAQlg__thumb/img/XQQacRgsEJIl4CQ6AFtGeog7LvE=/fit-in/200x150/filters:strip_icc()/pic2402804.jpg,,,DD287
The Mind,20,,,1,,"2, 3, 4",244992,https://boardgamegeek.com/boardgame/244992/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=244992,https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__original/img/8VjZEG278faO9JZwzce3v3EKssI=/0x0/filters:format(png)/pic3979766.png,https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__thumb/img/PUrzEmTo5kOcK5BOb4cbOOcH86I=/fit-in/200x150/filters:strip_icc()/pic3979766.png,,,
The queen's gambit,15,,,1,,"2, 3, 4",346101,https://boardgamegeek.com/boardgame/346101/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=346101,https://cf.geekdo-images.com/rXvACwKrT6KRXhHJoR_wbQ__original/img/Xf9XjLCVHLZ61Rq96AmmAGP8D_s=/0x0/filters:format(jpeg)/pic6365159.jpg,https://cf.geekdo-images.com/rXvACwKrT6KRXhHJoR_wbQ__thumb/img/nDJmOaPCwRM_OWE2YN1gXMjZ020=/fit-in/200x150/filters:strip_icc()/pic6365159.jpg,,,DD269
The Resistance,30,,,1,Lucaricci,"5, 6, 7, 8, 9, 10",41114,https://boardgamegeek.com/boardgame/41114/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=41114,https://cf.geekdo-images.com/cAPTkL2BR3snLO71dkH8rw__original/img/_UahoIUTqh39xRqzCc2jwgdYbSA=/0x0/filters:format(jpeg)/pic2576459.jpg,https://cf.geekdo-images.com/cAPTkL2BR3snLO71dkH8rw__thumb/img/5lDn1W82rlLXtVG7nPIYR9Orn-4=/fit-in/200x150/filters:strip_icc()/pic2576459.jpg,,,DD413
The wolves,,,,,,,,,,,,,,DD289
Throw throw burrito,15,,,1,,"2, 3, 4, 5, 6",274533,https://boardgamegeek.com/boardgame/274533/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=274533,https://cf.geekdo-images.com/_-eHW9MfHjAClQpKkX1kMw__original/img/pGifC_XmjiKh4OI_N4DHBGt5CcQ=/0x0/filters:format(png)/pic6097313.png,https://cf.geekdo-images.com/_-eHW9MfHjAClQpKkX1kMw__thumb/img/YaB9h0hGb0UkhtreT9lZOdC8nZc=/fit-in/200x150/filters:strip_icc()/pic6097313.png,,,DD275
Tichu,30-90,,,1,,"3, 4, 6",215,https://boardgamegeek.com/boardgame/215/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=215,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__original/img/9ULfNvkyu0k1m0d63-Mk0k5e0MA=/0x0/filters:format(png)/pic5854968.png,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__thumb/img/5jkPnPGk5LWNzuW5GANPDLa4ZRA=/fit-in/200x150/filters:strip_icc()/pic5854968.png,,,
Ticket to Ride - Europa,30-60,,,1,,"2, 3, 4, 5",14996,https://boardgamegeek.com/boardgame/14996/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=14996,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__original/img/O37sCRSJLq4S8EpCxFDNVsNBuxE=/0x0/filters:format(jpeg)/pic66668.jpg,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__thumb/img/RDvu2FvsYVVH8icp1VsilUlqUGI=/fit-in/200x150/filters:strip_icc()/pic66668.jpg,,,
Ticket to Ride - Europa 15th Anniversary,30-60,,,1,Samanta?,"2, 3, 4, 5",329841,https://boardgamegeek.com/boardgame/329841/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=329841,https://cf.geekdo-images.com/bilOnrR0vksMgjDK1zWPmQ__original/img/fPg2PgpQ4npHW6cW8-16GNDbuRg=/0x0/filters:format(png)/pic5941381.png,https://cf.geekdo-images.com/bilOnrR0vksMgjDK1zWPmQ__thumb/img/8lPTz5okk0uiW19b6seXaUXh7UE=/fit-in/200x150/filters:strip_icc()/pic5941381.png,,,DD178
Ticket to ride - Play pink,-,,Espansione,1,,-,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Tikal,60-90,,,1,,"2, 3, 4",54,https://boardgamegeek.com/boardgame/54/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=54,https://cf.geekdo-images.com/ajU3xzGDUKihjNdvjCR1Hw__original/img/6dCgK1EESbk9GNuCiwQ4XiqIW3Y=/0x0/filters:format(jpeg)/pic3328391.jpg,https://cf.geekdo-images.com/ajU3xzGDUKihjNdvjCR1Hw__thumb/img/pXR57sUMEJ-GJydf-yyAu0ZLgZw=/fit-in/200x150/filters:strip_icc()/pic3328391.jpg,,,DD280
Timeline - Eventi storici,15,,,1,,"2, 3, 4, 5, 6, 7, 8",113401,https://boardgamegeek.com/boardgame/113401/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=113401,https://cf.geekdo-images.com/V-LCKnzAZvzdim9_PMPGpw__original/img/nj33ZARrJI6yCp9kTZC911kh7A4=/0x0/filters:format(jpeg)/pic5872050.jpg,https://cf.geekdo-images.com/V-LCKnzAZvzdim9_PMPGpw__thumb/img/nzjHPY6A8sqP_cv1JY3ENCD6z9E=/fit-in/200x150/filters:strip_icc()/pic5872050.jpg,,,DD181
Timeline - Invenzioni,15,,,1,,"2, 3, 4, 5, 6, 7, 8",85256,https://boardgamegeek.com/boardgame/85256/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=85256,https://cf.geekdo-images.com/imomCZ6ITgREtGMpVXxqIw__original/img/nFfQGm2whUxMrvpE4pktCLVddIs=/0x0/filters:format(jpeg)/pic5872047.jpg,https://cf.geekdo-images.com/imomCZ6ITgREtGMpVXxqIw__thumb/img/tbJA8u4HAGAs2_d5SxK_M6l9dZE=/fit-in/200x150/filters:strip_icc()/pic5872047.jpg,,,DD182
Timeline - Musica e cinema,15,,,1,,"2, 3, 4, 5, 6, 7, 8",145189,https://boardgamegeek.com/boardgame/145189/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=145189,https://cf.geekdo-images.com/UcaJ2YzblMDZ7qFBcX10uA__original/img/34WHI_dTxUM-VrpmxNIOR70wN9Y=/0x0/filters:format(jpeg)/pic1875068.jpg,https://cf.geekdo-images.com/UcaJ2YzblMDZ7qFBcX10uA__thumb/img/l55KMgWar1lQocJL22S3KqzNRbo=/fit-in/200x150/filters:strip_icc()/pic1875068.jpg,,,DD418
Timeline - Star Wars,15,,,1,,"2, 3, 4, 5, 6, 7, 8",183797,https://boardgamegeek.com/boardgame/183797/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=183797,https://cf.geekdo-images.com/YkmlLa72WNc5ZJPJQh6icQ__original/img/e_HonpfSloXAGZSIsYJeMXC8Tcs=/0x0/filters:format(jpeg)/pic5226023.jpg,https://cf.geekdo-images.com/YkmlLa72WNc5ZJPJQh6icQ__thumb/img/cdK8vFxsGqRDQxcDT4-nMtX_nbE=/fit-in/200x150/filters:strip_icc()/pic5226023.jpg,,,DD416
Tokaido,45,,,1,,"2, 3, 4, 5",123540,https://boardgamegeek.com/boardgame/123540/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=123540,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__original/img/501lMzjLD_EuCxtV24y0AooDbAI=/0x0/filters:format(png)/pic3747956.png,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__thumb/img/OW3Jp2snfQM6Aq_nwOrKnHpF2hM=/fit-in/200x150/filters:strip_icc()/pic3747956.png,,,DD279
Tokyo Highway (tedesco),30,🇩🇪,,1,,"2, 3, 4",215463,https://boardgamegeek.com/boardgame/215463/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=215463,https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__original/img/yJgs3azGnqNdPx0akLW3R6059KI=/0x0/filters:format(png)/pic3290526.png,https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__thumb/img/lNSXogJO9z9zyTvlLpXjElBmfMw=/fit-in/200x150/filters:strip_icc()/pic3290526.png,,,DD271
Torre matta,20-30,,,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD405
Tour Operator,45-75,,,1,,"2, 3, 4",239930,https://boardgamegeek.com/boardgame/239930/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=239930,https://cf.geekdo-images.com/MfTT5wVu8lvOxdvTwf6raw__original/img/LX_8zKbxRw-5DErNvqrOPKh-aJM=/0x0/filters:format(jpeg)/pic4034563.jpg,https://cf.geekdo-images.com/MfTT5wVu8lvOxdvTwf6raw__thumb/img/z7OS1fS_6FUDcFIHot_xq05Eqxk=/fit-in/200x150/filters:strip_icc()/pic4034563.jpg,,,DD267
Trapwords,30,,,1,,"4, 5, 6, 7, 8",257527,https://boardgamegeek.com/boardgame/257527/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=257527,https://cf.geekdo-images.com/aU1dLvPuTgGY0NsFajD9HQ__original/img/Ca6SXTVgQ7PFf0mHrorNI8iZOxc=/0x0/filters:format(jpeg)/pic4327157.jpg,https://cf.geekdo-images.com/aU1dLvPuTgGY0NsFajD9HQ__thumb/img/LKC4wxSMYreK8hbG82sNjUFdDiY=/fit-in/200x150/filters:strip_icc()/pic4327157.jpg,,,DD273
Trivial Pursuit Letterario,-,,,1,,2+,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Tubi Magici,20,,,1,,"1, 2, 3, 4, 5, 6",128,https://boardgamegeek.com/boardgame/128/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=128,https://cf.geekdo-images.com/4uhHaI4jH-S9SqQ3s9dIrw__original/img/E9x2aqIuUK-msNMWo5UA8Ae_xLo=/0x0/filters:format(jpeg)/pic3108440.jpg,https://cf.geekdo-images.com/4uhHaI4jH-S9SqQ3s9dIrw__thumb/img/meHHpFd-n5Z9fA8HB_Pp76eRmaE=/fit-in/200x150/filters:strip_icc()/pic3108440.jpg,,,
Tucano,15,,,1,,"2, 3, 4",318556,https://boardgamegeek.com/boardgame/318556/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=318556,https://cf.geekdo-images.com/eXwFMfsSOUNMDy9itigbPw__original/img/IxnyL_VpY64a0AHzyFtSnLNQ140=/0x0/filters:format(jpeg)/pic5854467.jpg,https://cf.geekdo-images.com/eXwFMfsSOUNMDy9itigbPw__thumb/img/47Z34m411bFevui9Dr5Q8_MGj98=/fit-in/200x150/filters:strip_icc()/pic5854467.jpg,,,
TV Show,30,,,1,,"3, 4, 5, 6, 7",268006,https://boardgamegeek.com/boardgame/268006/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=268006,https://cf.geekdo-images.com/edegGk_7lnClGVpxsZCUYw__original/img/tv36L0EFtCvGOBVsEwZfmr1-_d4=/0x0/filters:format(jpeg)/pic4624119.jpg,https://cf.geekdo-images.com/edegGk_7lnClGVpxsZCUYw__thumb/img/6-iUmbwa7LFynS05hr4HZJ0eMrU=/fit-in/200x150/filters:strip_icc()/pic4624119.jpg,,,DD282
Twin It,?,,,1,,"2, 3, 4, 5, 6",222887,https://boardgamegeek.com/boardgame/222887/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=222887,https://cf.geekdo-images.com/bC-qaNTSRO5lHBSA10VYbg__original/img/YvRyViIg0hEZj3IPLUQKkm1pdss=/0x0/filters:format(jpeg)/pic4462372.jpg,https://cf.geekdo-images.com/bC-qaNTSRO5lHBSA10VYbg__thumb/img/YoGhSloqmWIgrUiNuCe5K_t1ob0=/fit-in/200x150/filters:strip_icc()/pic4462372.jpg,,,DD420
U-Boot,60,,,1,,"1, 2, 3, 4",63298,https://boardgamegeek.com/boardgame/63298/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=63298,https://cf.geekdo-images.com/n4Sgz8eye6m3wyaTSrlT9g__original/img/4ZDt81cuUThr2FOBBkWdX2OmnRs=/0x0/filters:format(jpeg)/pic620837.jpg,https://cf.geekdo-images.com/n4Sgz8eye6m3wyaTSrlT9g__thumb/img/4C4qAG_znudLLnIJWNqH4iFZ1z8=/fit-in/200x150/filters:strip_icc()/pic620837.jpg,,,DD293
Undaunted - Normandy,45-60,,,1,,2,268864,https://boardgamegeek.com/boardgame/268864/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=268864,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__original/img/QhbQ2AMud-_H0fliiSIvc0dowOU=/0x0/filters:format(jpeg)/pic4602347.jpg,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__thumb/img/QbOlBm7DZGP2ZBnGZ-YaD-py-UQ=/fit-in/200x150/filters:strip_icc()/pic4602347.jpg,,,DD290
Unearth,30-60,,,1,,"2, 3, 4",217085,https://boardgamegeek.com/boardgame/217085/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=217085,https://cf.geekdo-images.com/0olGvNCDk-VmFW2LDOnI_Q__original/img/sugvsPhhLdQrUxD5SH970FN-Fuc=/0x0/filters:format(jpeg)/pic3579391.jpg,https://cf.geekdo-images.com/0olGvNCDk-VmFW2LDOnI_Q__thumb/img/3J2ogaftEzBzwUO3kyJ7DXH-3HE=/fit-in/200x150/filters:strip_icc()/pic3579391.jpg,,,DD294
Unmask!,15,,,1,,"2, 3",261576,https://boardgamegeek.com/boardgame/261576/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=261576,https://cf.geekdo-images.com/twiTTCIw10quxUi0jcMmaw__original/img/ByOJ6nP5jsg9rD4K_1cI_gUuub4=/0x0/filters:format(png)/pic4330783.png,https://cf.geekdo-images.com/twiTTCIw10quxUi0jcMmaw__thumb/img/ipZFtl1UZok5RfxsffjOT8Jcgl8=/fit-in/200x150/filters:strip_icc()/pic4330783.png,,,DD411
Unmatched ,30,,,1,,"2, 3, 4",274637,https://boardgamegeek.com/boardgame/274637/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=274637,https://cf.geekdo-images.com/4AlLbprNustr9G7pbkGRuw__original/img/d7Z89SEv9T_HqPaYEomeKcFmgeA=/0x0/filters:format(jpeg)/pic4621579.jpg,https://cf.geekdo-images.com/4AlLbprNustr9G7pbkGRuw__thumb/img/nVkIL7RgCkFpBuxbJ3BfOxIJscU=/fit-in/200x150/filters:strip_icc()/pic4621579.jpg,,,DD291
Unmatched (Espansione),20,,Espansione ???,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD296
Valhalla Lemmings,30,,,1,,"2, 3, 4, 5, 6",355034,https://boardgamegeek.com/boardgame/355034/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=355034,https://cf.geekdo-images.com/DlED-VHqWggJm1LKLYNoUQ__original/img/BAt6mQ5uY4J6UYEFIX4DBOHH_UY=/0x0/filters:format(jpeg)/pic6637600.jpg,https://cf.geekdo-images.com/DlED-VHqWggJm1LKLYNoUQ__thumb/img/SXuGrI47Oh3VAYmqDBBqvVXlIjI=/fit-in/200x150/filters:strip_icc()/pic6637600.jpg,,,DD406
Valparaiso,90,,,1,,"2, 3, 4, 5",257058,https://boardgamegeek.com/boardgame/257058/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=257058,https://cf.geekdo-images.com/QOFP7ALPuvszFQ1S62WY-Q__original/img/qXppz3o-mTpjIr4Pfg_syY37dHk=/0x0/filters:format(jpeg)/pic4731236.jpg,https://cf.geekdo-images.com/QOFP7ALPuvszFQ1S62WY-Q__thumb/img/rZMek1s1ogx590qZprLVCOZBkgM=/fit-in/200x150/filters:strip_icc()/pic4731236.jpg,,,DD299
Vektorace,45,,,1,,"2, 3, 4",256839,https://boardgamegeek.com/boardgame/256839/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=256839,https://cf.geekdo-images.com/SgCusSpQ0n3Qw1tlu7FCmA__original/img/cTNfIZ1Mr8rGvwuMrczbx5g87JE=/0x0/filters:format(png)/pic4401961.png,https://cf.geekdo-images.com/SgCusSpQ0n3Qw1tlu7FCmA__thumb/img/IYK6jgvXXTHmN628eiD0nESvebw=/fit-in/200x150/filters:strip_icc()/pic4401961.png,,,DD292
Vendetta - Vampire the Masquerade,30,,,1,,"3, 4, 5, 6",1001,https://boardgamegeek.com/boardgame/1001/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=1001,https://cf.geekdo-images.com/f98JQ3qEwxA88GBa69y3XA__original/img/p4Gxsmh5GZYLhosQq6QenPZSTf8=/0x0/filters:format(jpeg)/pic193052.jpg,https://cf.geekdo-images.com/f98JQ3qEwxA88GBa69y3XA__thumb/img/-eAaT7_O6QdB2sDnsEOrF-7lDlY=/fit-in/200x150/filters:strip_icc()/pic193052.jpg,,,DD297
Venetia,90,,,1,,"2, 3, 4",132326,https://boardgamegeek.com/boardgame/132326/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=132326,https://cf.geekdo-images.com/2FOL2fcnMRS4ahzdfa-h5w__original/img/6uZt6pPNjnpvLk41F8sNWI76EzY=/0x0/filters:format(jpeg)/pic1771177.jpg,https://cf.geekdo-images.com/2FOL2fcnMRS4ahzdfa-h5w__thumb/img/mu0fy6ynO0OFEOYimjbgtmj5PWI=/fit-in/200x150/filters:strip_icc()/pic1771177.jpg,,,DD295
Verba Game Babilonia,-,,,1,,"2, 3, 4, 5, 6, 7, 8",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD412
Verrix,60-150,,,1,,"2, 3, 4, 5",230967,https://boardgamegeek.com/boardgame/230967/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=230967,https://cf.geekdo-images.com/PJMeew969jwO-EkD5yAsRw__original/img/WVheSjegeIN_GGQ947y9LiD9t-E=/0x0/filters:format(png)/pic6375143.png,https://cf.geekdo-images.com/PJMeew969jwO-EkD5yAsRw__thumb/img/_4P1G8aUKjUYP8VdGaWF3BZ9WMI=/fit-in/200x150/filters:strip_icc()/pic6375143.png,,,DD298
Villa Paletti,20-30,,,1,,"2, 3, 4",2596,https://boardgamegeek.com/boardgame/2596/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=2596,https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__original/img/logjE-X4m_BOtu_z0zmqTIpBExA=/0x0/filters:format(jpeg)/pic168173.jpg,https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__thumb/img/Gmqy6UppvoaPqecIQhyS_BgHd4s=/fit-in/200x150/filters:strip_icc()/pic168173.jpg,,,DD300
Villainous Marvel,40-80,,,1,,"2, 3, 4",302336,https://boardgamegeek.com/boardgame/302336/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=302336,https://cf.geekdo-images.com/tZN9xSmobQLvGBW7wOW3aA__original/img/p4l9U4xmzBim_mntzO-97jABoDU=/0x0/filters:format(jpeg)/pic5239853.jpg,https://cf.geekdo-images.com/tZN9xSmobQLvGBW7wOW3aA__thumb/img/VCc7-53pxRT-Od0J7PEgMJfrVFs=/fit-in/200x150/filters:strip_icc()/pic5239853.jpg,,,DD193
Visual Game,-,,,1,,4+,10878,https://boardgamegeek.com/boardgame/10878/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=10878,https://cf.geekdo-images.com/N_lKHtEYsYuzVMkDnDqz0w__original/img/h0xZZuXYbCekl7tpmBL7PCqe7a0=/0x0/filters:format(png)/pic1055750.png,https://cf.geekdo-images.com/N_lKHtEYsYuzVMkDnDqz0w__thumb/img/hZtGR2VBBQcSdJhIrvxVEXUZY6Q=/fit-in/200x150/filters:strip_icc()/pic1055750.png,,,DD192
Viticulture,45-90,,,1,,"1, 2, 3, 4, 5, 6",128621,https://boardgamegeek.com/boardgame/128621/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=128621,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__original/img/cGg9S0AH41VxczdybvFsb81AKWw=/0x0/filters:format(jpeg)/pic2619743.jpg,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__thumb/img/udscIXtuApQ6rFYHjfAM5zMKfFs=/fit-in/200x150/filters:strip_icc()/pic2619743.jpg,,,
Viticulture - Tuscany,-,,Espansione,1,,-,147101,https://boardgamegeek.com/boardgame/147101/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=147101,https://cf.geekdo-images.com/SKH7ZP658DE0DELIgK0QQw__original/img/2EAyeRtWy_FB6CChv61jRG9F02I=/0x0/filters:format(jpeg)/pic1886437.jpg,https://cf.geekdo-images.com/SKH7ZP658DE0DELIgK0QQw__thumb/img/EHnidK8k2gn8KNwOH7_u4GpUIa4=/fit-in/200x150/filters:strip_icc()/pic1886437.jpg,,,DD194
Vudú,30,,,1,,"3, 4, 5, 6",,#N/A,#N/A,#N/A,#N/A,,,DD191
Wacky Races,20,,,1,,"2, 3, 4, 5, 6",8076,https://boardgamegeek.com/boardgame/8076/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=8076,https://cf.geekdo-images.com/j55JNzYX1R8rHihsK9ms_g__original/img/v9votfqSz2xhBz3vN49LgHbAMIU=/0x0/filters:format(jpeg)/pic434898.jpg,https://cf.geekdo-images.com/j55JNzYX1R8rHihsK9ms_g__thumb/img/fSc10H9bTV-OGObmK8bT6lO0iLY=/fit-in/200x150/filters:strip_icc()/pic434898.jpg,,,DD190
Warchest,30-60,,,1,,"2, 3, 4",513,https://boardgamegeek.com/boardgame/513/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=513,https://cf.geekdo-images.com/_4DAyiF4E83lHYNbXZazEw__original/img/lJ8l6FtxoS99WKHFSIjiXSpomks=/0x0/filters:format(jpeg)/pic12136.jpg,https://cf.geekdo-images.com/_4DAyiF4E83lHYNbXZazEw__thumb/img/5JsvlUw3XfI5CcqpKBkRa7jfhH8=/fit-in/200x150/filters:strip_icc()/pic12136.jpg,,,DD197
"Warhammer 40,000 - Primo Colpo",30-60,,,1,,2+,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Warriors,30,,,1,,"2, 3, 4",11415,https://boardgamegeek.com/boardgame/11415/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=11415,https://cf.geekdo-images.com/E_omBplL4AkZnrz1qS3Tig__original/img/ROqqXytYWLAM2BmJy5kgXVIBRPA=/0x0/filters:format(jpeg)/pic49308.jpg,https://cf.geekdo-images.com/E_omBplL4AkZnrz1qS3Tig__thumb/img/uVrykGNpe5nScElqWUVVtgyo4tM=/fit-in/200x150/filters:strip_icc()/pic49308.jpg,,,DD414
Western Legends,-,,,1,,"2, 3, 4, 5, 6",232405,https://boardgamegeek.com/boardgame/232405/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=232405,https://cf.geekdo-images.com/_FnP28QChh-8uFh6ZvpJhA__original/img/NcbEx1I71yTCFQ5aAiF67N50uoQ=/0x0/filters:format(jpeg)/pic3837503.jpg,https://cf.geekdo-images.com/_FnP28QChh-8uFh6ZvpJhA__thumb/img/iq5peG7h6fe8_-nY_MJkG3QrYCg=/fit-in/200x150/filters:strip_icc()/pic3837503.jpg,,,DD330
Wild space,30,,,1,,"1, 2, 3, 4, 5",298371,https://boardgamegeek.com/boardgame/298371/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=298371,https://cf.geekdo-images.com/eDP1Lt1p3uz5zltkbR1uFw__original/img/arxIHhTx1VzOpymCRfOv2AhHP5Y=/0x0/filters:format(png)/pic6026887.png,https://cf.geekdo-images.com/eDP1Lt1p3uz5zltkbR1uFw__thumb/img/LQc2mop2nRhnNaLgeHKXoXfr8bU=/fit-in/200x150/filters:strip_icc()/pic6026887.png,,,
Wingspan,40-70,,,1,,"1, 2, 3, 4, 5",266192,https://boardgamegeek.com/boardgame/266192/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=266192,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__original/img/cI782Zis9cT66j2MjSHKJGnFPNw=/0x0/filters:format(jpeg)/pic4458123.jpg,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg,,,DD183
Yeti,20-40,,,1,,"2, 3, 4, 5",189294,https://boardgamegeek.com/boardgame/189294/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=189294,https://cf.geekdo-images.com/H7gM0ltr7zeYJjwiQiJMEA__original/img/l2sbhpTGxXHgwNtU7xpncDrYoAA=/0x0/filters:format(jpeg)/pic2817129.jpg,https://cf.geekdo-images.com/H7gM0ltr7zeYJjwiQiJMEA__thumb/img/EUMiXkxa6LeNKD9UEpdgJGM0kPo=/fit-in/200x150/filters:strip_icc()/pic2817129.jpg,,,DD199
Yogi,-,,,1,,"3, 4, 5, 6, 7, 8, 9, 10",224271,https://boardgamegeek.com/boardgame/224271/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=224271,https://cf.geekdo-images.com/u-jJShN_g2NU6MstgAliMQ__original/img/JtCTjeroO8bjbaUYzeE5DSqZWDg=/0x0/filters:format(jpeg)/pic3484957.jpg,https://cf.geekdo-images.com/u-jJShN_g2NU6MstgAliMQ__thumb/img/wS-qWtC_01-I31DKR9Jefy0V-Y0=/fit-in/200x150/filters:strip_icc()/pic3484957.jpg,,,DD184
