Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
Dune - Un gioco di conquista e diplomazia,30-60,,,1,,"2,3,2004",341165,https://boardgamegeek.com/boardgame/341165/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=341165,https://cf.geekdo-images.com/nSjPo2DiZftBXbwuGvuhEQ__original/img/cIyT5l1B-UcqaD_-Pf47qz3Ou_Y=/0x0/filters:format(jpeg)/pic6269064.jpg,https://cf.geekdo-images.com/nSjPo2DiZftBXbwuGvuhEQ__thumb/img/o70f-f3UEIAQ1na7pE3Ry6T-NeQ=/fit-in/200x150/filters:strip_icc()/pic6269064.jpg,,,
Dune in gioco di conquiste e diplomazia,,,,,,,,,,,,,,DD101
Dune: Betrayal,20-40,,,1,,"4,5,6,7,8",343696,https://boardgamegeek.com/boardgame/343696/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=343696,https://cf.geekdo-images.com/tesgWSV-fauWqd8nY0ohKw__original/img/wCtkmgOF5jjwUX0t29VfxWHeTTo=/0x0/filters:format(jpeg)/pic6410779.jpg,https://cf.geekdo-images.com/tesgWSV-fauWqd8nY0ohKw__thumb/img/J_MwMw_IGbfBFz1zeTiIXg2a8F4=/fit-in/200x150/filters:strip_icc()/pic6410779.jpg,,,DD323
Dune: Imperium,60-120,,,1,,"1, 2, 3, 4",316554,https://boardgamegeek.com/boardgame/316554/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=316554,https://cf.geekdo-images.com/PhjygpWSo-0labGrPBMyyg__original/img/mZzaBAEEJpMlHWWmC0R6Su0OibQ=/0x0/filters:format(jpeg)/pic5666597.jpg,https://cf.geekdo-images.com/PhjygpWSo-0labGrPBMyyg__thumb/img/JGgY-nBmkyB8WRp8vcoBLlNMQ5U=/fit-in/200x150/filters:strip_icc()/pic5666597.jpg,,,DD036
Dungeon Academy,20,,,1,,"1, 2, 3, 4, 5, 6",275840,https://boardgamegeek.com/boardgame/275840/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=275840,https://cf.geekdo-images.com/BfNs41Oju0Ut9JSgo-nJFQ__original/img/DMj8eRDQvmXXmLB1__ttnI_Kwoc=/0x0/filters:format(jpeg)/pic4641504.jpg,https://cf.geekdo-images.com/BfNs41Oju0Ut9JSgo-nJFQ__thumb/img/MFYrGcw8j72Z99WMVIZDR6M5oiQ=/fit-in/200x150/filters:strip_icc()/pic4641504.jpg,,,DD347
Dungeon Fighter,45-60,,,1,,"1, 2, 3, 4, 5, 6",102548,https://boardgamegeek.com/boardgame/102548/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=102548,https://cf.geekdo-images.com/ukPf_rrA7ity7UQEVjWPNw__original/img/Oss0hzRILIZgXlqQGJaa7HCH_Zo=/0x0/filters:format(png)/pic2411495.png,https://cf.geekdo-images.com/ukPf_rrA7ity7UQEVjWPNw__thumb/img/St4DMjt5DCEImqj7CEXpjFg4KEw=/fit-in/200x150/filters:strip_icc()/pic2411495.png,,,DD341
Dungeon Fighter - Fire at Will (Espansione),-,,Espansione,1,,-,144386,https://boardgamegeek.com/boardgame/144386/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=144386,https://cf.geekdo-images.com/KUp7kDe3MpqtAftGK6Ixlw__original/img/_p5b2A759NZjJXMqEx7Hw_PHJ9s=/0x0/filters:format(jpeg)/pic2412460.jpg,https://cf.geekdo-images.com/KUp7kDe3MpqtAftGK6Ixlw__thumb/img/_ob74hLlvetqHqruNhp8E3low6o=/fit-in/200x150/filters:strip_icc()/pic2412460.jpg,,,
Dungeon Fighter - Rock and Roll (Espansione),-,,Espansione,1,,-,176636,https://boardgamegeek.com/boardgame/176636/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=176636,https://cf.geekdo-images.com/fzZKH5ayNpi8tvKEIH8DqQ__original/img/T_fzriA9WQFso7TnX9J3CMY0awQ=/0x0/filters:format(png)/pic2496177.png,https://cf.geekdo-images.com/fzZKH5ayNpi8tvKEIH8DqQ__thumb/img/ZLJH_bc0kYtlz8dfArAwn_ySXX4=/fit-in/200x150/filters:strip_icc()/pic2496177.png,,,
Dungeon Fighter - Stormy Winds (Espansione),-,,Espansione,1,,-,163169,https://boardgamegeek.com/boardgame/163169/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=163169,https://cf.geekdo-images.com/XZkjtmDardNLSoKoBLUBfQ__original/img/1Zh8CHlVzWah_Km5SE0AlVMg6YI=/0x0/filters:format(jpeg)/pic2411497.jpg,https://cf.geekdo-images.com/XZkjtmDardNLSoKoBLUBfQ__thumb/img/kkNy2YSP6duN-akO2yOONNSCx34=/fit-in/200x150/filters:strip_icc()/pic2411497.jpg,,,
Dungeon Fighter - The Big Wave (Espansione),-,,Espansione,1,,-,149744,https://boardgamegeek.com/boardgame/149744/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=149744,https://cf.geekdo-images.com/L2hnowGNEfHteGN4TCtgUA__original/img/1Sa9QfsQ7I2PNhKWnxfYS1t4rBY=/0x0/filters:format(jpeg)/pic2412459.jpg,https://cf.geekdo-images.com/L2hnowGNEfHteGN4TCtgUA__thumb/img/Ze6dd6NqIpa_-r_ozZaurCy_m_I=/fit-in/200x150/filters:strip_icc()/pic2412459.jpg,,,
Dungeonology,90,,,1,Brex,"2, 3, 4",267652,https://boardgamegeek.com/boardgame/267652/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=267652,https://cf.geekdo-images.com/SNx0t27J1gTrEVA-w5Q1nw__original/img/uAYoziBckZJ8pGbr07xGRspQGXg=/0x0/filters:format(jpeg)/pic4959816.jpg,https://cf.geekdo-images.com/SNx0t27J1gTrEVA-w5Q1nw__thumb/img/BU9moPSQcjjTw5oSrZjuxoJdt9M=/fit-in/200x150/filters:strip_icc()/pic4959816.jpg,,,DD349
Dwar7s duel,30,,Pocket,1,,2,286001,https://boardgamegeek.com/boardgame/286001/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=286001,https://cf.geekdo-images.com/pqCCVhbDdjZQ5CXciTL9Cg__original/img/_Q95VSMb1LC-61OM6cjn5FyP80U=/0x0/filters:format(jpeg)/pic4885152.jpg,https://cf.geekdo-images.com/pqCCVhbDdjZQ5CXciTL9Cg__thumb/img/1EwMdIEAEmsllVqdOkcYpHUZ5TY=/fit-in/200x150/filters:strip_icc()/pic4885152.jpg,,,DD340
E' tutta un'altra musica,?,,,1,,"2, 3, 4, 5, 6, 7",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD089
E' tutta un'altra storia,?,,,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD093
Eleven,90,,,1,,"1,2,3,4",329716,https://boardgamegeek.com/boardgame/329716/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=329716,https://cf.geekdo-images.com/qweS3tB5vEHg3ECs-QNqrA__original/img/hNxCkgg58TvMiCX9fQfp8BiOJhA=/0x0/filters:format(jpeg)/pic5985744.jpg,https://cf.geekdo-images.com/qweS3tB5vEHg3ECs-QNqrA__thumb/img/5Lu7U4JlzVvpV6_MTv04TtNftlY=/fit-in/200x150/filters:strip_icc()/pic5985744.jpg,,,DD081
Ensemble,15-30,,,1,,"2, 3, 4, 5, 6, 7, 8, 9, 10",293665,https://boardgamegeek.com/boardgame/293665/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=293665,https://cf.geekdo-images.com/PrG5-okOUPiHsRRDJ-pYhg__original/img/xEhmfzUfsQaXelCeX7z6qzycMbw=/0x0/filters:format(png)/pic6099545.png,https://cf.geekdo-images.com/PrG5-okOUPiHsRRDJ-pYhg__thumb/img/PnGHI7fc15CxYRhq8PzUf3dCnjs=/fit-in/200x150/filters:strip_icc()/pic6099545.png,,,DD037
Escape Room - Escape your house spy team,15,,,1,,"3, 4, 5, 6",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD086
Escape Room – Il Gioco,60,,,1,,"1, 2, 3, 4, 5, 6",204836,https://boardgamegeek.com/boardgame/204836/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204836,https://cf.geekdo-images.com/1CIfreuv-gqcaUndxUAExw__original/img/1-lAwj58R_C50ogYHKN34mWVoR0=/0x0/filters:format(png)/pic3117400.png,https://cf.geekdo-images.com/1CIfreuv-gqcaUndxUAExw__thumb/img/ve4j9SWc6dtPQhF-fRcRjPmqUxc=/fit-in/200x150/filters:strip_icc()/pic3117400.png,,,DD085
Escape the room,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD082
Europa - 1945-2030,,,,1,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Everdell,40-80,,,1,,"1, 2, 3, 4",199792,https://boardgamegeek.com/boardgame/199792/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=199792,https://cf.geekdo-images.com/fjE7V5LNq31yVEW_yuqI-Q__original/img/HQ1ti16wT9lqja5_h3gUfHUIcVI=/0x0/filters:format(png)/pic3918905.png,https://cf.geekdo-images.com/fjE7V5LNq31yVEW_yuqI-Q__thumb/img/Cf_mYxR_VvdjTEPXseSurni2JNI=/fit-in/200x150/filters:strip_icc()/pic3918905.png,,,DD120
Evergreen,,,,,,,363307,https://boardgamegeek.com/boardgame/363307/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=363307,https://cf.geekdo-images.com/71I0Ku92KgjaW_ZokJidCA__original/img/idwvytJgNpT0IXRTVUUXw8AWhTE=/0x0/filters:format(png)/pic6872745.png,https://cf.geekdo-images.com/71I0Ku92KgjaW_ZokJidCA__thumb/img/3BpSIoMWf4ig9_S-CTMpoo3KdfU=/fit-in/200x150/filters:strip_icc()/pic6872745.png,,,DD097
Evolution,60+,,,1,A. Barraco,"2, 3, 4, 5, 6",1080,https://boardgamegeek.com/boardgame/1080/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=1080,https://cf.geekdo-images.com/L3BZMXWaOX9zZXyGedHDyQ__original/img/AfRmsKVRNRgm2LlKVIZzRK_O02o=/0x0/filters:format(jpeg)/pic279884.jpg,https://cf.geekdo-images.com/L3BZMXWaOX9zZXyGedHDyQ__thumb/img/3bQoh-EJxL03Qq6wA0dbVAQrhSQ=/fit-in/200x150/filters:strip_icc()/pic279884.jpg,,,DD083
Exploding Kittens,15,,Pocket,1,,"2, 3, 4, 5",172225,https://boardgamegeek.com/boardgame/172225/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=172225,https://cf.geekdo-images.com/N8bL53-pRU7zaXDTrEaYrw__original/img/0ciN1VZYifUd0qIDO0e8cGXmiss=/0x0/filters:format(png)/pic2691976.png,https://cf.geekdo-images.com/N8bL53-pRU7zaXDTrEaYrw__thumb/img/3tH4pIc1Udzkd0tXc6MgVQ59BC0=/fit-in/200x150/filters:strip_icc()/pic2691976.png,,,DD320
Exploding Kittens - Edizione VM18,15,,Pocket,1,,"2, 3, 4, 5",172242,https://boardgamegeek.com/boardgame/172242/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=172242,https://cf.geekdo-images.com/q1fHQMYtU-aajQKTYDlx7w__original/img/S3qznhrU6QolTOwZoEDiejv8Zu8=/0x0/filters:format(jpeg)/pic2815278.jpg,https://cf.geekdo-images.com/q1fHQMYtU-aajQKTYDlx7w__thumb/img/Az8jEnRuHEbXSn2TWVO4i2rE6ZQ=/fit-in/200x150/filters:strip_icc()/pic2815278.jpg,,,
Exploding Kittens - Imploding Kittens (Espansione),-,,Espansione,1,,-,204053,https://boardgamegeek.com/boardgame/204053/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204053,https://cf.geekdo-images.com/I5JSKlcAKikJ8GlcFRwD6w__original/img/ZpfgFS7Ru7C6N6EZ4OlIzfT_EvU=/0x0/filters:format(jpeg)/pic3518497.jpg,https://cf.geekdo-images.com/I5JSKlcAKikJ8GlcFRwD6w__thumb/img/4XKbpNyF4f2QCOB2ITjBI5YaSQ8=/fit-in/200x150/filters:strip_icc()/pic3518497.jpg,,,
Fallout,120-180,,,1,,"1, 2, 3, 4",232918,https://boardgamegeek.com/boardgame/232918/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=232918,https://cf.geekdo-images.com/9gjrMWDqLCBb-G0AYbKuSQ__original/img/t5RBBMPvLBa4_vEbK7ZrNbD8IdY=/0x0/filters:format(jpeg)/pic3728149.jpg,https://cf.geekdo-images.com/9gjrMWDqLCBb-G0AYbKuSQ__thumb/img/Idbk30GnVx4RDeZrsUgTXe2RZHs=/fit-in/200x150/filters:strip_icc()/pic3728149.jpg,,,DD117
Fallout - New California (Espansione),-,,Espansione,1,,-,256481,https://boardgamegeek.com/boardgame/256481/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=256481,https://cf.geekdo-images.com/Rqid2bbzAciSFCIBE9Lqow__original/img/jkYDL6rGUiWZtpSUPCqqu4C9XAE=/0x0/filters:format(jpeg)/pic4239122.jpg,https://cf.geekdo-images.com/Rqid2bbzAciSFCIBE9Lqow__thumb/img/olGDlfV0KtpolEWT6_-FHTKvNc4=/fit-in/200x150/filters:strip_icc()/pic4239122.jpg,,,
Fantascatti,20-30,,,1,,"2,3,4,5,6,7,8",83195,https://boardgamegeek.com/boardgame/83195/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=83195,https://cf.geekdo-images.com/tvZTjFnPvt2LrY6NGSbeuQ__original/img/iYrL_UZ6fhDNi8GdEjdq29yDguw=/0x0/filters:format(jpeg)/pic2034769.jpg,https://cf.geekdo-images.com/tvZTjFnPvt2LrY6NGSbeuQ__thumb/img/LGtpFjDazqROmznWJaJStSxkIHI=/fit-in/200x150/filters:strip_icc()/pic2034769.jpg,,,DD168
Fantascatti Express,15,,,1,,"2, 3, 4, 5, 6",273389,https://boardgamegeek.com/boardgame/273389/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=273389,https://cf.geekdo-images.com/Y2MCcGOoTsQeiXvfKci76A__original/img/ZNcZNubzYyirVy4FUK4qGeCjHmI=/0x0/filters:format(png)/pic4642907.png,https://cf.geekdo-images.com/Y2MCcGOoTsQeiXvfKci76A__thumb/img/RxUlgGX_pTx3on_Vj8tCywQhwy4=/fit-in/200x150/filters:strip_icc()/pic4642907.png,,,DD167
Farmerstein,,,,,,,324897,https://boardgamegeek.com/boardgame/324897/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=324897,https://cf.geekdo-images.com/VqaHyjN2K8vCLSA3jETXaw__original/img/6EArqCORcG-uvcfhkaOf3vNjyBs=/0x0/filters:format(jpeg)/pic6919609.jpg,https://cf.geekdo-images.com/VqaHyjN2K8vCLSA3jETXaw__thumb/img/QiOEYovvo6LXMkBVyfQK4m3uSBQ=/fit-in/200x150/filters:strip_icc()/pic6919609.jpg,,,DD109
Feelinks,30,,,1,,"3, 4, 5, 6, 7, 8",232509,https://boardgamegeek.com/boardgame/232509/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=232509,https://cf.geekdo-images.com/pNw8NsDBCuJNhDof99JlHA__original/img/KqxidFk_drSlodO3IDWusVTXn1g=/0x0/filters:format(png)/pic3728928.png,https://cf.geekdo-images.com/pNw8NsDBCuJNhDof99JlHA__thumb/img/eFQiomDBlaRenh5VoQdyomwm4rs=/fit-in/200x150/filters:strip_icc()/pic3728928.png,,,DD044
Feudum,80-180,,,1,,"2, 3, 4, 5",163839,https://boardgamegeek.com/boardgame/163839/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=163839,https://cf.geekdo-images.com/6H7GL6Ce6CIz-_bcFG2zxw__original/img/UCPviE7xHksmvIoAOa50KDbVxRc=/0x0/filters:format(jpeg)/pic3074532.jpg,https://cf.geekdo-images.com/6H7GL6Ce6CIz-_bcFG2zxw__thumb/img/Ioga99IgrC-t_bF80J0FDqcj3oc=/fit-in/200x150/filters:strip_icc()/pic3074532.jpg,,,DD369
Fields of Green,,,,1,,,200954,https://boardgamegeek.com/boardgame/200954/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=200954,https://cf.geekdo-images.com/U7vYrViBcFbQ1Ip6iaZ8cw__original/img/wNWd-KX6dbeVuK0ET6n51wO92pI=/0x0/filters:format(jpeg)/pic3504382.jpg,https://cf.geekdo-images.com/U7vYrViBcFbQ1Ip6iaZ8cw__thumb/img/Fy7OEIkraXBZKp_LNlTZcRcaNvI=/fit-in/200x150/filters:strip_icc()/pic3504382.jpg,,,DD050
Fire & Stone,45-60,,,1,,"2,3,2004.",342927,https://boardgamegeek.com/boardgame/342927/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=342927,https://cf.geekdo-images.com/OxGboVrAgwapjXDgTstqwQ__original/img/w6aeqJrpOo1Gpqyo7Df-OgpC8sc=/0x0/filters:format(jpeg)/pic6292855.jpg,https://cf.geekdo-images.com/OxGboVrAgwapjXDgTstqwQ__thumb/img/UKx7qBV1AUof67gNFhBeuqBhKi0=/fit-in/200x150/filters:strip_icc()/pic6292855.jpg,,,DD090
Fire in the hole,30,,,1,,"2, 3, 4",357963,https://boardgamegeek.com/boardgame/357963/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=357963,https://cf.geekdo-images.com/vSh1KYIZlFrVIAAF4bStFw__original/img/pa3vSvw_nDdQPXRF089T4lgtFY0=/0x0/filters:format(jpeg)/pic6714189.jpg,https://cf.geekdo-images.com/vSh1KYIZlFrVIAAF4bStFw__thumb/img/uc-LqUUmJ3ypTutcGFDOAvoM7Nk=/fit-in/200x150/filters:strip_icc()/pic6714189.jpg,,,DD105
Fjords,30-45,,,1,,"2, 3, 2004",322564,https://boardgamegeek.com/boardgame/322564/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=322564,https://cf.geekdo-images.com/-4HVD3riOcDByDPaiRqB9Q__original/img/LEDvA2tSxUbahQzeHtM3QbRC9Vg=/0x0/filters:format(jpeg)/pic6023767.jpg,https://cf.geekdo-images.com/-4HVD3riOcDByDPaiRqB9Q__thumb/img/AtXhEnoT-7t-PWVqzo56m3YMPf0=/fit-in/200x150/filters:strip_icc()/pic6023767.jpg,,,
Flaggy,?,,Pocket,1,,"2, 3, 4, 5, 6, 7, 8, 9, 10",255299,https://boardgamegeek.com/boardgame/255299/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=255299,https://cf.geekdo-images.com/w_y-GVCid5c9ZfMFgfkQYg__original/img/it68GGB1w_Dbs45Qu0lTAiGxTNI=/0x0/filters:format(jpeg)/pic4192319.jpg,https://cf.geekdo-images.com/w_y-GVCid5c9ZfMFgfkQYg__thumb/img/CyQG9plftUhl03Rl_AHEe4eeFp8=/fit-in/200x150/filters:strip_icc()/pic4192319.jpg,,,DD327
Flamecraft,,,,,,,336986,https://boardgamegeek.com/boardgame/336986/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=336986,https://cf.geekdo-images.com/EvGtnsBDcfnKiqSiXHothQ__original/img/7yj8nA0ObuZ1w5AYCThEOK6meWA=/0x0/filters:format(jpeg)/pic6605448.jpg,https://cf.geekdo-images.com/EvGtnsBDcfnKiqSiXHothQ__thumb/img/bQcyvzYRdMFFvcdQkFVnIRiCPjE=/fit-in/200x150/filters:strip_icc()/pic6605448.jpg,,,DD043
Forest Fire,60,,,1,,"1, 2, 3, 4, 5",210581,https://boardgamegeek.com/boardgame/210581/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=210581,https://cf.geekdo-images.com/Rt5DejJ4A5XBKcGn-uHBuA__original/img/bo1L9H-vUYAxPO-7bi8hG2JzymA=/0x0/filters:format(jpeg)/pic3251976.jpg,https://cf.geekdo-images.com/Rt5DejJ4A5XBKcGn-uHBuA__thumb/img/ZrOco9kL6npZUzmpWJstuTej0YQ=/fit-in/200x150/filters:strip_icc()/pic3251976.jpg,,,DD042
Formula D,60,,,1,,"2, 3, 4, 5, 6, 7, 8, 9, 10",37904,https://boardgamegeek.com/boardgame/37904/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=37904,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__original/img/xqbaVS5XaicATFoKXZn12X1-k_8=/0x0/filters:format(jpeg)/pic519914.jpg,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__thumb/img/F7CaSsa_MWIbHGCoeZ98apbmFQM=/fit-in/200x150/filters:strip_icc()/pic519914.jpg,,,DD046
Fort,20-40,,,1,,"2, 3, 4!",296912,https://boardgamegeek.com/boardgame/296912/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=296912,https://cf.geekdo-images.com/hAsqLdANmtExR5Zi41v94Q__original/img/YSzUnMqcnTg-mSk8VEnBQaRRmJU=/0x0/filters:format(png)/pic5241325.png,https://cf.geekdo-images.com/hAsqLdANmtExR5Zi41v94Q__thumb/img/YqmIsRVLpQqM-r5i1rsN91Q6fzg=/fit-in/200x150/filters:strip_icc()/pic5241325.png,,,DD113
Four against darkness - Dungeon Deck,-,,Pocket,1,,-,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Foxy,15,,,1,,"1, 2, 3, 4, 5",359318,https://boardgamegeek.com/boardgame/359318/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=359318,https://cf.geekdo-images.com/TLv8EVLIrq2MTQq9iRiK6A__original/img/p7twaST7jJeewyM3Cwnvq2dcNRc=/0x0/filters:format(jpeg)/pic6764765.jpg,https://cf.geekdo-images.com/TLv8EVLIrq2MTQq9iRiK6A__thumb/img/W66UuTbfWSeziUozL-7zCez0mTA=/fit-in/200x150/filters:strip_icc()/pic6764765.jpg,,,DD311
Franchise,90,,,1,,"2, 3, 4, 5",5154,https://boardgamegeek.com/boardgame/5154/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=5154,https://cf.geekdo-images.com/aMKsElLhB1HuARBOAwsYRw__original/img/TvgOnLC7AerWhKAwkkewzsEwAc8=/0x0/filters:format(jpeg)/pic17674.jpg,https://cf.geekdo-images.com/aMKsElLhB1HuARBOAwsYRw__thumb/img/0yP1LJMbYpP96WhX-XfTQKyVnLc=/fit-in/200x150/filters:strip_icc()/pic17674.jpg,,,DD087
Furnace,45,,,1,,"2, 3, 4, 5, 6",318084,https://boardgamegeek.com/boardgame/318084/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=318084,https://cf.geekdo-images.com/7UK6bLlP0Cz3EFYCqhtcSw__original/img/jc4av13AOJpkqfvcpJ39HyoeCoM=/0x0/filters:format(png)/pic5934958.png,https://cf.geekdo-images.com/7UK6bLlP0Cz3EFYCqhtcSw__thumb/img/7WjwLTkySTiSMQu89ClZRhspd5Q=/fit-in/200x150/filters:strip_icc()/pic5934958.png,,,DD045
Furto d'autore,?,,,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD047
Genesia,,,,1,,,276107,https://boardgamegeek.com/boardgame/276107/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=276107,https://cf.geekdo-images.com/vtDK1rJBJxHDdnylE8NPDQ__original/img/oa-_qHlhwvCTuhYM-7-byneA2ac=/0x0/filters:format(jpeg)/pic5692511.jpg,https://cf.geekdo-images.com/vtDK1rJBJxHDdnylE8NPDQ__thumb/img/43iCPNcfv8fTOYq-U1MHl7zfFdQ=/fit-in/200x150/filters:strip_icc()/pic5692511.jpg,,,DD092
Giant Azul,,,Immenso,1,,,407637,https://boardgamegeek.com/boardgame/407637/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=407637,https://cf.geekdo-images.com/dI_oV6PZagtbHT_fIGiZJg__original/img/r8L-2syRDA2Q1OCQilrfZVWkExo=/0x0/filters:format(jpeg)/pic4449895.jpg,https://cf.geekdo-images.com/7pGHHOyxJvr9yA37Id74gg__thumb/img/I0VbemZAzQ5MpO5v2QylyAfzbpM=/fit-in/200x150/filters:strip_icc()/pic4449897.jpg,,,
Giro Giro Mondo,?,,,1,,"2, 3, 4, 5",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD094
Goku Coconuts,20,,,1,,"2, 3, 4",145639,https://boardgamegeek.com/boardgame/145639/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=145639,https://cf.geekdo-images.com/sk1Bf6ijzmnhMuXOuLadNg__original/img/UKwjTK1ADnPpjXH4A54Fa9H71VY=/0x0/filters:format(jpeg)/pic5818708.jpg,https://cf.geekdo-images.com/sk1Bf6ijzmnhMuXOuLadNg__thumb/img/Y6VAWmnaynqSefm1Neo6vUwhrI8=/fit-in/200x150/filters:strip_icc()/pic5818708.jpg,,,DD088
Gran bosco,30,,,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD095
Great Western Trail,75-150,,1° e 2° ed,2,,"2, 3, 4",193738,https://boardgamegeek.com/boardgame/193738/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=193738,https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__original/img/2zv_XMQoPFWk9Dn0oS4JY1IeFzw=/0x0/filters:format(jpeg)/pic4887376.jpg,https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg,,,DD096
Greener,10,,,1,,2,226081,https://boardgamegeek.com/boardgame/226081/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=226081,https://cf.geekdo-images.com/iEH1mQO6vBkgkBiyxBl7WA__original/img/UteLXFjFB_mEVpGQ6Kf8peI9rIk=/0x0/filters:format(jpeg)/pic3536050.jpg,https://cf.geekdo-images.com/iEH1mQO6vBkgkBiyxBl7WA__thumb/img/MzWOaA-X42-jUBpAbgjWZxAfT34=/fit-in/200x150/filters:strip_icc()/pic3536050.jpg,,,DD322
Grom,-,,,1,,"2, 3, 4",263184,https://boardgamegeek.com/boardgame/263184/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=263184,https://cf.geekdo-images.com/1Ji3GxtxtBr1dgqGQbP2zw__original/img/mlkNPJE3SR6s_lpN8LC8dJPkogM=/0x0/filters:format(jpeg)/pic6898553.jpg,https://cf.geekdo-images.com/1Ji3GxtxtBr1dgqGQbP2zw__thumb/img/FESAMfgI56cSYiFYRDr24G2-uUE=/fit-in/200x150/filters:strip_icc()/pic6898553.jpg,,,DD091
Hallertau,50-140,,,1,,"1,2,3,4",300322,https://boardgamegeek.com/boardgame/300322/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=300322,https://cf.geekdo-images.com/AdJBpY_o7PQEcoJPU1QdTg__original/img/6iXYfqlV5oZgqMAUHyWVKxn_7AM=/0x0/filters:format(jpeg)/pic5869977.jpg,https://cf.geekdo-images.com/AdJBpY_o7PQEcoJPU1QdTg__thumb/img/4E7KeT1tnpwc5e4DJujgh8R8eCk=/fit-in/200x150/filters:strip_icc()/pic5869977.jpg,,,DD116
